2018-03-12 21:52:20,140  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-03-12 21:55:39,636  INFO GenericApplicationContext:578 - Refreshing org.springframework.context.support.GenericApplicationContext@185b10b: startup date [Mon Mar 12 21:55:39 CST 2018]; root of context hierarchy
2018-03-12 21:55:39,709  INFO AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-03-12 21:55:39,775  INFO MLog:80 - MLog clients using log4j logging.
2018-03-12 21:55:39,939  INFO C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2018-03-12 21:55:40,062  INFO LocalContainerEntityManagerFactoryBean:339 - Building JPA container EntityManagerFactory for persistence unit 'default'
2018-03-12 21:55:40,062  WARN HibernatePersistence:41 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; use [org.hibernate.jpa.HibernatePersistenceProvider] instead.
2018-03-12 21:55:40,069  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2018-03-12 21:55:40,148  INFO Version:37 - HHH000412: Hibernate Core {5.0.7.Final}
2018-03-12 21:55:40,150  INFO Environment:213 - HHH000206: hibernate.properties not found
2018-03-12 21:55:40,151  INFO Environment:317 - HHH000021: Bytecode provider name : javassist
2018-03-12 21:55:40,199  INFO Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-03-12 21:55:40,341  INFO AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 31sraa9u7cnjixoqp7j4|1219df4, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 31sraa9u7cnjixoqp7j4|1219df4, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@192.168.146.145:1521:ORCL, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2018-03-12 21:55:40,482  INFO Dialect:156 - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2018-03-12 21:55:40,566  INFO LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2018-03-12 21:55:41,090  INFO SchemaUpdate:105 - HHH000228: Running hbm2ddl schema update
2018-03-12 21:55:44,393  INFO QueryTranslatorFactoryInitiator:47 - HHH000397: Using ASTQueryTranslatorFactory
2018-03-12 21:55:44,496  INFO GenericApplicationContext:960 - Closing org.springframework.context.support.GenericApplicationContext@185b10b: startup date [Mon Mar 12 21:55:39 CST 2018]; root of context hierarchy
2018-03-12 21:55:44,497  INFO LocalContainerEntityManagerFactoryBean:462 - Closing JPA EntityManagerFactory for persistence unit 'default'
2018-03-12 21:56:32,925  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-03-12 21:56:32,945  INFO DefaultTestContextBootstrapper:185 - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@ff8e3a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1d290b5, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@11a82fd, org.springframework.test.context.support.DirtiesContextTestExecutionListener@18dce5b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@e6de16, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@feb66a]
2018-03-12 21:56:33,280  INFO XmlBeanDefinitionReader:317 - Loading XML bean definitions from class path resource [applicationContext.xml]
2018-03-12 21:56:33,571  INFO GenericApplicationContext:578 - Refreshing org.springframework.context.support.GenericApplicationContext@19c6035: startup date [Mon Mar 12 21:56:33 CST 2018]; root of context hierarchy
2018-03-12 21:56:33,657  INFO AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-03-12 21:56:33,737  INFO MLog:80 - MLog clients using log4j logging.
2018-03-12 21:56:33,892  INFO C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2018-03-12 21:56:34,048  INFO LocalContainerEntityManagerFactoryBean:339 - Building JPA container EntityManagerFactory for persistence unit 'default'
2018-03-12 21:56:34,048  WARN HibernatePersistence:41 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; use [org.hibernate.jpa.HibernatePersistenceProvider] instead.
2018-03-12 21:56:34,055  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2018-03-12 21:56:34,161  INFO Version:37 - HHH000412: Hibernate Core {5.0.7.Final}
2018-03-12 21:56:34,163  INFO Environment:213 - HHH000206: hibernate.properties not found
2018-03-12 21:56:34,164  INFO Environment:317 - HHH000021: Bytecode provider name : javassist
2018-03-12 21:56:34,227  INFO Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-03-12 21:56:34,412  INFO AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 31sraa9u7cop5x54nja|c83a47, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 31sraa9u7cop5x54nja|c83a47, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@192.168.146.145:1521:ORCL, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2018-03-12 21:56:34,630  INFO Dialect:156 - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2018-03-12 21:56:34,728  INFO LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2018-03-12 21:56:35,383  INFO SchemaUpdate:105 - HHH000228: Running hbm2ddl schema update
2018-03-12 21:57:05,595  INFO QueryTranslatorFactoryInitiator:47 - HHH000397: Using ASTQueryTranslatorFactory
2018-03-12 22:11:24,427  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-03-12 22:11:24,444  INFO DefaultTestContextBootstrapper:185 - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@727896, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@14ace71, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@376cc3, org.springframework.test.context.support.DirtiesContextTestExecutionListener@c5aba9, org.springframework.test.context.transaction.TransactionalTestExecutionListener@188ebd2, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@3252d6]
2018-03-12 22:11:24,723  INFO XmlBeanDefinitionReader:317 - Loading XML bean definitions from class path resource [applicationContext.xml]
2018-03-12 22:11:24,985  INFO GenericApplicationContext:578 - Refreshing org.springframework.context.support.GenericApplicationContext@628e42: startup date [Mon Mar 12 22:11:24 CST 2018]; root of context hierarchy
2018-03-12 22:11:25,058  INFO AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-03-12 22:11:25,123  INFO MLog:80 - MLog clients using log4j logging.
2018-03-12 22:11:25,272  INFO C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2018-03-12 22:11:25,394  INFO LocalContainerEntityManagerFactoryBean:339 - Building JPA container EntityManagerFactory for persistence unit 'default'
2018-03-12 22:11:25,395  WARN HibernatePersistence:41 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; use [org.hibernate.jpa.HibernatePersistenceProvider] instead.
2018-03-12 22:11:25,400  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2018-03-12 22:11:25,481  INFO Version:37 - HHH000412: Hibernate Core {5.0.7.Final}
2018-03-12 22:11:25,483  INFO Environment:213 - HHH000206: hibernate.properties not found
2018-03-12 22:11:25,484  INFO Environment:317 - HHH000021: Bytecode provider name : javassist
2018-03-12 22:11:25,531  INFO Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-03-12 22:11:25,671  INFO AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 31sraa9u7d7symnbf46z|53580c, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 31sraa9u7d7symnbf46z|53580c, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@192.168.146.145:1521:ORCL, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2018-03-12 22:11:25,811  INFO Dialect:156 - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2018-03-12 22:11:25,896  INFO LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2018-03-12 22:11:26,411  INFO SchemaUpdate:105 - HHH000228: Running hbm2ddl schema update
2018-03-12 22:11:29,888  INFO GenericApplicationContext:960 - Closing org.springframework.context.support.GenericApplicationContext@628e42: startup date [Mon Mar 12 22:11:24 CST 2018]; root of context hierarchy
2018-03-12 22:11:29,889  INFO LocalContainerEntityManagerFactoryBean:462 - Closing JPA EntityManagerFactory for persistence unit 'default'
2018-03-12 22:16:26,893  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-03-12 22:16:26,909  INFO DefaultTestContextBootstrapper:185 - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@14ace71, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@376cc3, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@c5aba9, org.springframework.test.context.support.DirtiesContextTestExecutionListener@188ebd2, org.springframework.test.context.transaction.TransactionalTestExecutionListener@3252d6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1dc818d]
2018-03-12 22:16:27,188  INFO XmlBeanDefinitionReader:317 - Loading XML bean definitions from class path resource [applicationContext.xml]
2018-03-12 22:16:27,443  INFO GenericApplicationContext:578 - Refreshing org.springframework.context.support.GenericApplicationContext@69cfe0: startup date [Mon Mar 12 22:16:27 CST 2018]; root of context hierarchy
2018-03-12 22:16:27,513  INFO AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-03-12 22:16:27,578  INFO MLog:80 - MLog clients using log4j logging.
2018-03-12 22:16:27,726  INFO C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2018-03-12 22:16:27,847  INFO LocalContainerEntityManagerFactoryBean:339 - Building JPA container EntityManagerFactory for persistence unit 'default'
2018-03-12 22:16:27,847  WARN HibernatePersistence:41 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; use [org.hibernate.jpa.HibernatePersistenceProvider] instead.
2018-03-12 22:16:27,854  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2018-03-12 22:16:27,934  INFO Version:37 - HHH000412: Hibernate Core {5.0.7.Final}
2018-03-12 22:16:27,936  INFO Environment:213 - HHH000206: hibernate.properties not found
2018-03-12 22:16:27,938  INFO Environment:317 - HHH000021: Bytecode provider name : javassist
2018-03-12 22:16:27,986  INFO Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-03-12 22:16:28,127  INFO AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 31sraa9u7deac51018jxl|1b9b677, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 31sraa9u7deac51018jxl|1b9b677, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@192.168.146.145:1521:ORCL, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2018-03-12 22:16:28,272  INFO Dialect:156 - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2018-03-12 22:16:28,355  INFO LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2018-03-12 22:16:28,890  INFO SchemaUpdate:105 - HHH000228: Running hbm2ddl schema update
2018-03-12 22:16:32,307  INFO GenericApplicationContext:960 - Closing org.springframework.context.support.GenericApplicationContext@69cfe0: startup date [Mon Mar 12 22:16:27 CST 2018]; root of context hierarchy
2018-03-12 22:16:32,307  INFO LocalContainerEntityManagerFactoryBean:462 - Closing JPA EntityManagerFactory for persistence unit 'default'
2018-03-12 22:20:51,290  INFO DefaultTestContextBootstrapper:259 - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-03-12 22:20:51,306  INFO DefaultTestContextBootstrapper:185 - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@c5aba9, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@188ebd2, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@3252d6, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1dc818d, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1bd8c6e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@14ebadd]
2018-03-12 22:20:51,587  INFO XmlBeanDefinitionReader:317 - Loading XML bean definitions from class path resource [applicationContext.xml]
2018-03-12 22:20:51,851  INFO GenericApplicationContext:578 - Refreshing org.springframework.context.support.GenericApplicationContext@1cc3436: startup date [Mon Mar 12 22:20:51 CST 2018]; root of context hierarchy
2018-03-12 22:20:51,925  INFO AutowiredAnnotationBeanPostProcessor:153 - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-03-12 22:20:51,992  INFO MLog:80 - MLog clients using log4j logging.
2018-03-12 22:20:52,153  INFO C3P0Registry:204 - Initializing c3p0-0.9.1.2 [built 21-May-2007 15:04:56; debug? true; trace: 10]
2018-03-12 22:20:52,272  INFO LocalContainerEntityManagerFactoryBean:339 - Building JPA container EntityManagerFactory for persistence unit 'default'
2018-03-12 22:20:52,273  WARN HibernatePersistence:41 - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; use [org.hibernate.jpa.HibernatePersistenceProvider] instead.
2018-03-12 22:20:52,279  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2018-03-12 22:20:52,360  INFO Version:37 - HHH000412: Hibernate Core {5.0.7.Final}
2018-03-12 22:20:52,362  INFO Environment:213 - HHH000206: hibernate.properties not found
2018-03-12 22:20:52,363  INFO Environment:317 - HHH000021: Bytecode provider name : javassist
2018-03-12 22:20:52,410  INFO Version:66 - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-03-12 22:20:52,547  INFO AbstractPoolBackedDataSource:462 - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, dataSourceName -> 31sraa9u7djycy1of818r|177f8ad, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, identityToken -> 31sraa9u7djycy1of818r|177f8ad, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@192.168.146.145:1521:ORCL, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, numHelperThreads -> 3, numThreadsAwaitingCheckoutDefaultUser -> 0, preferredTestQuery -> null, properties -> {user=******, password=******}, propertyCycle -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false ]
2018-03-12 22:20:52,711  INFO Dialect:156 - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2018-03-12 22:20:52,795  INFO LobCreatorBuilderImpl:124 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2018-03-12 22:20:53,314  INFO SchemaUpdate:105 - HHH000228: Running hbm2ddl schema update
